net.neoforged.api.distmarker.Dist net.minecraftforge.api.distmarker.Dist
net.neoforged.neoforge.client.model.IModelBuilder$Simple net.minecraftforge.client.model.IModelBuilder$Simple
net.neoforged.neoforge.client.model.IModelBuilder net.minecraftforge.client.model.IModelBuilder
net.neoforged.neoforge.client.model.IQuadTransformer net.minecraftforge.client.model.IQuadTransformer
net.neoforged.neoforge.client.model.ItemLayerModel$Loader net.minecraftforge.client.model.ItemLayerModel$Loader
net.neoforged.neoforge.client.model.ItemLayerModel net.minecraftforge.client.model.ItemLayerModel
net.neoforged.neoforge.client.model.QuadTransformers net.minecraftforge.client.model.QuadTransformers
net.neoforged.neoforge.client.model.SeparateTransformsModel$Baked net.minecraftforge.client.model.SeparateTransformsModel$Baked
net.neoforged.neoforge.client.model.SeparateTransformsModel$Loader net.minecraftforge.client.model.SeparateTransformsModel$Loader
net.neoforged.neoforge.client.model.SeparateTransformsModel net.minecraftforge.client.model.SeparateTransformsModel
net.neoforged.neoforge.client.model.SimpleModelState net.minecraftforge.client.model.SimpleModelState
net.neoforged.neoforge.client.model.data.ModelData$Builder net.minecraftforge.client.model.data.ModelData$Builder
net.neoforged.neoforge.client.model.data.ModelData net.minecraftforge.client.model.data.ModelData
net.neoforged.neoforge.client.model.data.ModelDataManager net.minecraftforge.client.model.data.ModelDataManager
net.neoforged.neoforge.client.model.data.ModelProperty net.minecraftforge.client.model.data.ModelProperty
net.neoforged.neoforge.client.model.data.MultipartModelData$Builder net.minecraftforge.client.model.data.MultipartModelData$Builder
net.neoforged.neoforge.client.model.data.MultipartModelData net.minecraftforge.client.model.data.MultipartModelData
net.neoforged.neoforge.client.model.generators.BlockModelBuilder net.minecraftforge.client.model.generators.BlockModelBuilder
net.neoforged.neoforge.client.model.generators.BlockModelProvider net.minecraftforge.client.model.generators.BlockModelProvider
net.neoforged.neoforge.client.model.generators.BlockStateProvider$1 net.minecraftforge.client.model.generators.BlockStateProvider$1
net.neoforged.neoforge.client.model.generators.BlockStateProvider$2 net.minecraftforge.client.model.generators.BlockStateProvider$2
net.neoforged.neoforge.client.model.generators.BlockStateProvider$ConfiguredModelList net.minecraftforge.client.model.generators.BlockStateProvider$ConfiguredModelList
net.neoforged.neoforge.client.model.generators.BlockStateProvider net.minecraftforge.client.model.generators.BlockStateProvider
net.neoforged.neoforge.client.model.generators.ConfiguredModel$Builder net.minecraftforge.client.model.generators.ConfiguredModel$Builder
net.neoforged.neoforge.client.model.generators.ConfiguredModel net.minecraftforge.client.model.generators.ConfiguredModel
net.neoforged.neoforge.client.model.generators.CustomLoaderBuilder net.minecraftforge.client.model.generators.CustomLoaderBuilder
net.neoforged.neoforge.client.model.generators.IGeneratedBlockState net.minecraftforge.client.model.generators.IGeneratedBlockState
net.neoforged.neoforge.client.model.generators.ItemModelBuilder$OverrideBuilder net.minecraftforge.client.model.generators.ItemModelBuilder$OverrideBuilder
net.neoforged.neoforge.client.model.generators.ItemModelBuilder net.minecraftforge.client.model.generators.ItemModelBuilder
net.neoforged.neoforge.client.model.generators.ItemModelProvider net.minecraftforge.client.model.generators.ItemModelProvider
net.neoforged.neoforge.client.model.generators.ModelBuilder$ElementBuilder$FaceBuilder net.minecraftforge.client.model.generators.ModelBuilder$ElementBuilder$FaceBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder$ElementBuilder$RotationBuilder net.minecraftforge.client.model.generators.ModelBuilder$ElementBuilder$RotationBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder$ElementBuilder net.minecraftforge.client.model.generators.ModelBuilder$ElementBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder$FaceRotation net.minecraftforge.client.model.generators.ModelBuilder$FaceRotation
net.neoforged.neoforge.client.model.generators.ModelBuilder$RootTransformsBuilder net.minecraftforge.client.model.generators.ModelBuilder$RootTransformsBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder$TransformsBuilder$TransformVecBuilder net.minecraftforge.client.model.generators.ModelBuilder$TransformsBuilder$TransformVecBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder$TransformsBuilder net.minecraftforge.client.model.generators.ModelBuilder$TransformsBuilder
net.neoforged.neoforge.client.model.generators.ModelBuilder net.minecraftforge.client.model.generators.ModelBuilder
net.neoforged.neoforge.client.model.generators.ModelFile$ExistingModelFile net.minecraftforge.client.model.generators.ModelFile$ExistingModelFile
net.neoforged.neoforge.client.model.generators.ModelFile$UncheckedModelFile net.minecraftforge.client.model.generators.ModelFile$UncheckedModelFile
net.neoforged.neoforge.client.model.generators.ModelFile net.minecraftforge.client.model.generators.ModelFile
net.neoforged.neoforge.client.model.generators.ModelProvider net.minecraftforge.client.model.generators.ModelProvider
net.neoforged.neoforge.client.model.generators.MultiPartBlockStateBuilder$PartBuilder$ConditionGroup net.minecraftforge.client.model.generators.MultiPartBlockStateBuilder$PartBuilder$ConditionGroup
net.neoforged.neoforge.client.model.generators.MultiPartBlockStateBuilder$PartBuilder net.minecraftforge.client.model.generators.MultiPartBlockStateBuilder$PartBuilder
net.neoforged.neoforge.client.model.generators.MultiPartBlockStateBuilder net.minecraftforge.client.model.generators.MultiPartBlockStateBuilder
net.neoforged.neoforge.client.model.generators.VariantBlockStateBuilder$PartialBlockstate net.minecraftforge.client.model.generators.VariantBlockStateBuilder$PartialBlockstate
net.neoforged.neoforge.client.model.generators.VariantBlockStateBuilder net.minecraftforge.client.model.generators.VariantBlockStateBuilder
net.neoforged.neoforge.client.model.generators.loaders.CompositeModelBuilder net.minecraftforge.client.model.generators.loaders.CompositeModelBuilder
net.neoforged.neoforge.client.model.generators.loaders.DynamicFluidContainerModelBuilder net.minecraftforge.client.model.generators.loaders.DynamicFluidContainerModelBuilder
net.neoforged.neoforge.client.model.generators.loaders.ItemLayerModelBuilder net.minecraftforge.client.model.generators.loaders.ItemLayerModelBuilder
net.neoforged.neoforge.client.model.generators.loaders.ObjModelBuilder net.minecraftforge.client.model.generators.loaders.ObjModelBuilder
net.neoforged.neoforge.client.model.generators.loaders.SeparateTransformsModelBuilder net.minecraftforge.client.model.generators.loaders.SeparateTransformsModelBuilder
net.neoforged.neoforge.client.model.geometry.BlockGeometryBakingContext$VisibilityData net.minecraftforge.client.model.geometry.BlockGeometryBakingContext$VisibilityData
net.neoforged.neoforge.client.model.geometry.BlockGeometryBakingContext net.minecraftforge.client.model.geometry.BlockGeometryBakingContext
net.neoforged.neoforge.client.model.geometry.GeometryLoaderManager net.minecraftforge.client.model.geometry.GeometryLoaderManager
net.neoforged.neoforge.client.model.geometry.IGeometryBakingContext net.minecraftforge.client.model.geometry.IGeometryBakingContext
net.neoforged.neoforge.client.model.geometry.IGeometryLoader net.minecraftforge.client.model.geometry.IGeometryLoader
net.neoforged.neoforge.client.model.geometry.IUnbakedGeometry net.minecraftforge.client.model.geometry.IUnbakedGeometry
net.neoforged.neoforge.client.model.geometry.SimpleUnbakedGeometry net.minecraftforge.client.model.geometry.SimpleUnbakedGeometry
net.neoforged.neoforge.client.model.geometry.StandaloneGeometryBakingContext$Builder net.minecraftforge.client.model.geometry.StandaloneGeometryBakingContext$Builder
net.neoforged.neoforge.client.model.geometry.StandaloneGeometryBakingContext net.minecraftforge.client.model.geometry.StandaloneGeometryBakingContext
net.neoforged.neoforge.client.model.geometry.UnbakedGeometryHelper net.minecraftforge.client.model.geometry.UnbakedGeometryHelper
net.neoforged.neoforge.client.model.lighting.FlatQuadLighter net.minecraftforge.client.model.lighting.FlatQuadLighter
net.neoforged.neoforge.client.model.lighting.ForgeModelBlockRenderer net.minecraftforge.client.model.lighting.ForgeModelBlockRenderer
net.neoforged.neoforge.client.model.lighting.QuadLighter net.minecraftforge.client.model.lighting.QuadLighter
net.neoforged.neoforge.client.model.lighting.SmoothQuadLighter net.minecraftforge.client.model.lighting.SmoothQuadLighter
net.neoforged.neoforge.client.model.obj.ObjLoader net.minecraftforge.client.model.obj.ObjLoader
net.neoforged.neoforge.client.model.obj.ObjMaterialLibrary$Material net.minecraftforge.client.model.obj.ObjMaterialLibrary$Material
net.neoforged.neoforge.client.model.obj.ObjMaterialLibrary net.minecraftforge.client.model.obj.ObjMaterialLibrary
net.neoforged.neoforge.client.model.obj.ObjModel$ModelGroup net.minecraftforge.client.model.obj.ObjModel$ModelGroup
net.neoforged.neoforge.client.model.obj.ObjModel$ModelMesh net.minecraftforge.client.model.obj.ObjModel$ModelMesh
net.neoforged.neoforge.client.model.obj.ObjModel$ModelObject net.minecraftforge.client.model.obj.ObjModel$ModelObject
net.neoforged.neoforge.client.model.obj.ObjModel$ModelSettings net.minecraftforge.client.model.obj.ObjModel$ModelSettings
net.neoforged.neoforge.client.model.obj.ObjModel net.minecraftforge.client.model.obj.ObjModel
net.neoforged.neoforge.client.model.obj.ObjTokenizer net.minecraftforge.client.model.obj.ObjTokenizer
net.neoforged.neoforge.client.model.obj.package-info net.minecraftforge.client.model.obj.package-info
net.neoforged.neoforge.client.model.package-info net.minecraftforge.client.model.package-info
net.neoforged.neoforge.client.model.pipeline.QuadBakingVertexConsumer$Buffered net.minecraftforge.client.model.pipeline.QuadBakingVertexConsumer$Buffered
net.neoforged.neoforge.client.model.pipeline.QuadBakingVertexConsumer net.minecraftforge.client.model.pipeline.QuadBakingVertexConsumer
net.neoforged.neoforge.client.model.pipeline.RemappingVertexPipeline net.minecraftforge.client.model.pipeline.RemappingVertexPipeline
net.neoforged.neoforge.client.model.pipeline.TransformingVertexPipeline net.minecraftforge.client.model.pipeline.TransformingVertexPipeline
net.neoforged.neoforge.client.model.pipeline.VertexConsumerWrapper net.minecraftforge.client.model.pipeline.VertexConsumerWrapper
net.neoforged.neoforge.client.model.pipeline.package-info net.minecraftforge.client.model.pipeline.package-info
net.neoforged.neoforge.client.model.renderable.BakedModelRenderable$Context net.minecraftforge.client.model.renderable.BakedModelRenderable$Context
net.neoforged.neoforge.client.model.renderable.BakedModelRenderable net.minecraftforge.client.model.renderable.BakedModelRenderable
net.neoforged.neoforge.client.model.renderable.CompositeRenderable$Builder net.minecraftforge.client.model.renderable.CompositeRenderable$Builder
net.neoforged.neoforge.client.model.renderable.CompositeRenderable$Component net.minecraftforge.client.model.renderable.CompositeRenderable$Component
net.neoforged.neoforge.client.model.renderable.CompositeRenderable$Mesh net.minecraftforge.client.model.renderable.CompositeRenderable$Mesh
net.neoforged.neoforge.client.model.renderable.CompositeRenderable$PartBuilder net.minecraftforge.client.model.renderable.CompositeRenderable$PartBuilder
net.neoforged.neoforge.client.model.renderable.CompositeRenderable$Transforms net.minecraftforge.client.model.renderable.CompositeRenderable$Transforms
net.neoforged.neoforge.client.model.renderable.CompositeRenderable net.minecraftforge.client.model.renderable.CompositeRenderable
net.neoforged.neoforge.client.model.renderable.IRenderable net.minecraftforge.client.model.renderable.IRenderable
net.neoforged.neoforge.client.model.renderable.ITextureRenderTypeLookup net.minecraftforge.client.model.renderable.ITextureRenderTypeLookup
net.neoforged.neoforge.client.settings.IKeyConflictContext net.minecraftforge.client.settings.IKeyConflictContext
net.neoforged.neoforge.client.settings.KeyConflictContext$1 net.minecraftforge.client.settings.KeyConflictContext$1
net.neoforged.neoforge.client.settings.KeyConflictContext$2 net.minecraftforge.client.settings.KeyConflictContext$2
net.neoforged.neoforge.client.settings.KeyConflictContext$3 net.minecraftforge.client.settings.KeyConflictContext$3
net.neoforged.neoforge.client.settings.KeyConflictContext net.minecraftforge.client.settings.KeyConflictContext
net.neoforged.neoforge.client.settings.KeyMappingLookup net.minecraftforge.client.settings.KeyMappingLookup
net.neoforged.neoforge.client.settings.KeyModifier$1 net.minecraftforge.client.settings.KeyModifier$1
net.neoforged.neoforge.client.settings.KeyModifier$2 net.minecraftforge.client.settings.KeyModifier$2
net.neoforged.neoforge.client.settings.KeyModifier$3 net.minecraftforge.client.settings.KeyModifier$3
net.neoforged.neoforge.client.settings.KeyModifier$4 net.minecraftforge.client.settings.KeyModifier$4
net.neoforged.neoforge.client.settings.KeyModifier net.minecraftforge.client.settings.KeyModifier
net.neoforged.neoforge.client.textures.ForgeTextureMetadata$Serializer net.minecraftforge.client.textures.ForgeTextureMetadata$Serializer
net.neoforged.neoforge.client.textures.ForgeTextureMetadata net.minecraftforge.client.textures.ForgeTextureMetadata
net.neoforged.neoforge.client.textures.ITextureAtlasSpriteLoader net.minecraftforge.client.textures.ITextureAtlasSpriteLoader
net.neoforged.neoforge.client.textures.TextureAtlasSpriteLoaderManager net.minecraftforge.client.textures.TextureAtlasSpriteLoaderManager
net.neoforged.neoforge.client.textures.UnitTextureAtlasSprite net.minecraftforge.client.textures.UnitTextureAtlasSprite
net.neoforged.neoforge.common.BasicItemListing net.minecraftforge.common.BasicItemListing
net.neoforged.neoforge.common.BiomeManager$BiomeEntry net.minecraftforge.common.BiomeManager$BiomeEntry
net.neoforged.neoforge.common.BiomeManager$BiomeType net.minecraftforge.common.BiomeManager$BiomeType
net.neoforged.neoforge.common.BiomeManager$TrackedList net.minecraftforge.common.BiomeManager$TrackedList
net.neoforged.neoforge.common.BiomeManager net.minecraftforge.common.BiomeManager
net.neoforged.neoforge.common.CreativeModeTabRegistry$1 net.minecraftforge.common.CreativeModeTabRegistry$1
net.neoforged.neoforge.common.CreativeModeTabRegistry net.minecraftforge.common.CreativeModeTabRegistry
net.neoforged.neoforge.common.DungeonHooks$DungeonMob net.minecraftforge.common.DungeonHooks$DungeonMob
net.neoforged.neoforge.common.DungeonHooks net.minecraftforge.common.DungeonHooks
net.neoforged.neoforge.common.FarmlandWaterManager net.minecraftforge.common.FarmlandWaterManager
net.neoforged.neoforge.common.NeoForgeConfig$Client net.minecraftforge.common.ForgeConfig$Client
net.neoforged.neoforge.common.NeoForgeConfig$Common net.minecraftforge.common.ForgeConfig$Common
net.neoforged.neoforge.common.NeoForgeConfig$Server net.minecraftforge.common.ForgeConfig$Server
net.neoforged.neoforge.common.NeoForgeConfig net.minecraftforge.common.ForgeConfig
net.neoforged.neoforge.common.NeoForgeConfigSpec$BooleanValue net.minecraftforge.common.ForgeConfigSpec$BooleanValue
net.neoforged.neoforge.common.NeoForgeConfigSpec$Builder$1 net.minecraftforge.common.ForgeConfigSpec$Builder$1
net.neoforged.neoforge.common.NeoForgeConfigSpec$Builder$2 net.minecraftforge.common.ForgeConfigSpec$Builder$2
net.neoforged.neoforge.common.NeoForgeConfigSpec$Builder$BuilderConsumer net.minecraftforge.common.ForgeConfigSpec$Builder$BuilderConsumer
net.neoforged.neoforge.common.NeoForgeConfigSpec$Builder net.minecraftforge.common.ForgeConfigSpec$Builder
net.neoforged.neoforge.common.NeoForgeConfigSpec$BuilderContext net.minecraftforge.common.ForgeConfigSpec$BuilderContext
